customer_id,age,tenure,monthly_charges,contract_type,internet_service,churn
639,29,45,29.84,One year,None,0
640,58,43,86.03,Month-to-month,Fiber optic,0
641,36,34,96.44,One year,DSL,0
642,29,9,46.5,One year,Fiber optic,0
643,26,26,22.09,Month-to-month,None,0
644,24,2,28.22,Month-to-month,None,0
645,45,53,116.79,One year,DSL,1
646,31,9,49.54,Month-to-month,Fiber optic,0
647,48,9,96.92,Month-to-month,Fiber optic,0
648,69,40,82.47,Month-to-month,Fiber optic,0
649,36,17,58.19,Month-to-month,DSL,0
650,64,1,40.57,Two year,Fiber optic,0
651,33,25,32.14,Month-to-month,None,1
652,22,43,81.5,One year,Fiber optic,0
653,52,40,97.46,Month-to-month,DSL,0
654,29,42,84.39,Month-to-month,Fiber optic,0
655,42,25,73.03,One year,Fiber optic,0
656,69,39,24.2,One year,None,0
657,38,35,116.85,Month-to-month,Fiber optic,0
658,53,3,99.87,Month-to-month,None,1
659,40,50,49.28,Month-to-month,None,0
660,33,37,118.0,Month-to-month,DSL,0
661,56,44,80.19,One year,None,0
662,62,44,78.24,Month-to-month,None,0
663,59,51,94.81,Month-to-month,DSL,0
664,56,30,101.18,Month-to-month,None,1
665,31,38,85.65,Two year,DSL,0
666,48,34,32.81,Two year,Fiber optic,0
667,22,12,53.83,Month-to-month,DSL,0
668,52,19,112.81,One year,None,0
669,40,37,42.46,Month-to-month,DSL,0
670,46,44,57.22,Month-to-month,None,0
671,60,59,63.21,One year,Fiber optic,0
672,28,59,63.94,Two year,DSL,0
673,35,49,81.29,Two year,Fiber optic,0
674,64,17,114.31,Month-to-month,None,0
675,29,10,44.07,Month-to-month,None,0
676,26,57,32.15,One year,Fiber optic,0
677,27,55,39.75,Month-to-month,DSL,0
678,61,49,108.69,Month-to-month,DSL,0
679,34,47,84.58,Month-to-month,None,0
680,55,12,48.59,One year,Fiber optic,0
681,24,16,101.59,Month-to-month,Fiber optic,0
682,63,24,106.14,Month-to-month,DSL,0
683,30,19,104.65,Two year,DSL,0
684,57,8,111.89,Month-to-month,DSL,1
685,59,31,45.22,Month-to-month,Fiber optic,0
686,26,21,95.5,Month-to-month,DSL,0
687,67,17,66.05,Month-to-month,DSL,0
688,44,23,104.2,Month-to-month,None,0
689,19,37,92.85,Month-to-month,DSL,0
690,22,54,97.64,Two year,DSL,0
691,46,16,85.62,Month-to-month,Fiber optic,1
692,54,6,37.74,Two year,Fiber optic,0
693,55,8,74.5,Month-to-month,None,0
694,36,25,118.47,Month-to-month,DSL,0
695,25,18,113.74,Month-to-month,None,0
696,65,25,24.32,Month-to-month,Fiber optic,0
697,62,12,36.48,One year,None,1
698,18,15,33.17,Month-to-month,Fiber optic,0
699,39,59,92.6,Month-to-month,None,0
700,69,26,101.78,Two year,None,1
701,34,41,41.35,Two year,DSL,0
702,24,45,70.59,Two year,None,0
703,42,26,104.07,Month-to-month,DSL,0
704,62,47,93.28,One year,DSL,0
705,21,32,74.22,Month-to-month,DSL,0
706,53,10,79.03,Month-to-month,DSL,0
707,23,16,70.84,Month-to-month,None,1
708,48,7,49.75,Month-to-month,Fiber optic,0
709,36,17,76.5,Month-to-month,Fiber optic,0
710,61,23,88.89,Month-to-month,Fiber optic,0
711,56,26,107.33,Two year,None,0
712,44,21,83.63,Month-to-month,DSL,0
713,27,22,96.11,Month-to-month,Fiber optic,0
714,43,58,36.01,Month-to-month,None,0
715,36,7,66.16,Two year,DSL,1
716,56,14,20.93,Month-to-month,Fiber optic,1
717,20,15,44.67,Month-to-month,DSL,1
718,62,53,92.65,One year,Fiber optic,0
719,30,7,119.18,One year,Fiber optic,1
720,67,9,29.92,Month-to-month,Fiber optic,0
721,45,51,60.15,One year,DSL,0
722,37,48,100.01,One year,None,0
723,45,8,40.4,One year,DSL,0
724,25,50,75.51,Month-to-month,Fiber optic,0
725,58,59,93.31,Two year,DSL,0
726,56,23,81.6,Month-to-month,None,0
727,18,29,38.8,Month-to-month,DSL,1
728,20,18,55.54,Month-to-month,None,0
729,30,31,98.38,Month-to-month,None,0
730,45,30,75.42,Month-to-month,DSL,0
731,66,52,20.52,One year,Fiber optic,0
732,42,39,96.1,Month-to-month,None,1
733,50,35,23.53,Month-to-month,DSL,0
734,55,18,94.57,Month-to-month,None,0
735,23,59,40.25,Month-to-month,Fiber optic,0
736,61,42,115.81,Two year,DSL,1
737,62,39,56.79,Month-to-month,DSL,0
738,49,17,52.69,Month-to-month,DSL,1
739,62,14,34.89,Month-to-month,Fiber optic,0
740,64,31,50.56,Month-to-month,None,0
741,38,24,107.67,Month-to-month,DSL,0
742,33,35,119.63,One year,None,1
743,38,44,56.83,Two year,None,0
744,28,45,64.86,Month-to-month,Fiber optic,0
745,54,34,92.21,One year,DSL,0
746,53,3,108.62,One year,None,0
747,52,37,79.3,One year,DSL,0
748,36,43,59.15,Month-to-month,DSL,1
749,37,40,61.26,Month-to-month,Fiber optic,0
750,35,26,89.56,Month-to-month,DSL,0
751,64,55,20.32,One year,DSL,0
752,58,23,81.96,One year,None,0
753,66,44,55.55,Month-to-month,Fiber optic,0
754,31,39,99.42,Month-to-month,DSL,0
755,32,15,29.3,Two year,None,0
756,48,56,78.82,One year,Fiber optic,0
757,18,49,68.1,Two year,Fiber optic,0
758,20,4,84.23,One year,None,0
759,33,29,26.49,Month-to-month,None,0
760,40,22,78.0,Month-to-month,None,1
761,28,25,76.15,One year,None,1
762,29,13,76.07,Month-to-month,None,1
763,27,18,80.35,Month-to-month,DSL,1
764,49,33,87.65,One year,DSL,0
765,33,16,100.5,Month-to-month,Fiber optic,1
766,25,45,46.98,One year,DSL,0
767,55,42,102.5,Month-to-month,DSL,0
768,29,44,69.83,Two year,DSL,0
769,41,2,27.71,Month-to-month,None,0
770,45,55,25.86,Month-to-month,Fiber optic,1
771,25,35,53.42,One year,Fiber optic,1
772,45,42,98.49,Month-to-month,Fiber optic,0
773,53,34,90.77,One year,Fiber optic,1
774,43,30,98.86,One year,DSL,0
775,25,59,71.73,Month-to-month,DSL,0
776,67,55,64.02,Month-to-month,None,0
777,45,13,34.75,Month-to-month,Fiber optic,0
778,45,13,52.82,Month-to-month,DSL,1
779,54,18,63.4,Two year,DSL,1
780,58,32,28.86,One year,None,1
781,53,32,42.06,One year,None,0
782,44,35,79.82,One year,None,1
783,34,59,93.57,Month-to-month,DSL,0
784,26,39,119.83,Two year,DSL,1
785,50,46,113.31,One year,None,0
786,37,52,84.26,One year,Fiber optic,0
787,30,29,62.12,Two year,None,0
788,45,49,83.62,Month-to-month,None,0
789,65,29,98.57,One year,None,0
790,46,53,31.83,Month-to-month,None,0
791,30,44,60.99,Month-to-month,DSL,0
792,63,57,103.98,Month-to-month,Fiber optic,0
793,52,16,58.38,Two year,None,0
794,23,56,77.19,Two year,Fiber optic,0
795,35,44,78.78,One year,Fiber optic,0
796,68,47,38.45,One year,Fiber optic,0
797,22,57,56.22,Month-to-month,None,0
798,64,10,53.45,Two year,DSL,1
799,42,30,22.62,Month-to-month,None,1
800,19,25,22.42,Month-to-month,Fiber optic,0
801,27,39,103.17,Month-to-month,Fiber optic,1
802,47,20,47.31,One year,DSL,1
803,67,5,71.81,One year,None,1
804,62,1,49.87,Month-to-month,Fiber optic,0
805,22,30,114.07,Month-to-month,DSL,0
806,50,49,45.93,One year,Fiber optic,0
807,18,3,62.97,Month-to-month,DSL,0
808,35,45,107.27,One year,DSL,0
809,49,14,104.19,Two year,None,0
810,64,56,38.61,Month-to-month,Fiber optic,1
811,66,30,100.26,Month-to-month,None,1
812,28,50,65.82,One year,Fiber optic,0
813,38,4,68.3,One year,None,0
814,43,18,33.35,Month-to-month,Fiber optic,0
815,42,37,28.06,Two year,None,1
816,39,25,92.79,Month-to-month,DSL,0
817,44,48,69.65,Month-to-month,Fiber optic,0
818,66,1,63.69,One year,Fiber optic,0
819,30,53,92.95,Two year,DSL,0
820,50,46,96.55,Month-to-month,None,0
821,51,15,35.89,One year,Fiber optic,0
822,58,9,81.02,Month-to-month,Fiber optic,1
823,52,15,33.54,Month-to-month,None,1
824,18,49,95.14,Month-to-month,DSL,1
825,38,57,85.7,Two year,None,1
826,65,24,115.66,Month-to-month,None,0
827,23,4,26.9,Month-to-month,None,0
828,45,12,25.71,Month-to-month,Fiber optic,0
829,34,59,48.22,Two year,DSL,1
830,22,58,46.17,One year,DSL,0
831,48,37,44.7,One year,None,0
832,22,37,110.63,Month-to-month,Fiber optic,0
833,55,43,44.95,One year,None,0
834,20,6,47.19,Month-to-month,Fiber optic,0
835,40,39,95.94,One year,Fiber optic,0
836,54,56,64.97,Two year,Fiber optic,0
837,54,46,97.67,Month-to-month,Fiber optic,0
838,27,24,26.54,One year,DSL,1
839,27,11,68.76,Month-to-month,Fiber optic,0
840,36,13,23.36,Month-to-month,Fiber optic,0
841,34,34,26.27,Month-to-month,None,0
842,38,25,110.64,Month-to-month,None,1
843,31,7,33.92,Month-to-month,DSL,0
844,26,52,73.24,One year,None,1
845,63,4,61.11,Month-to-month,Fiber optic,0
846,18,59,54.73,One year,None,1
847,68,8,109.98,Month-to-month,DSL,1
848,62,20,22.18,Month-to-month,None,0
849,30,29,86.38,One year,None,0
850,21,54,116.34,Month-to-month,DSL,0
851,18,53,76.02,Month-to-month,DSL,0
852,66,51,113.68,One year,Fiber optic,0
853,57,45,25.23,Month-to-month,None,0
854,49,46,61.88,Month-to-month,Fiber optic,0
855,51,10,46.02,Month-to-month,None,0
856,45,43,93.08,Two year,None,0
857,48,34,118.13,One year,Fiber optic,0
858,25,57,45.65,One year,None,0
859,56,26,85.42,One year,None,0
860,43,41,39.81,Month-to-month,None,0
861,51,49,76.53,Month-to-month,DSL,0
862,20,58,66.39,One year,Fiber optic,1
863,67,3,117.2,Month-to-month,DSL,0
864,29,56,80.85,Month-to-month,Fiber optic,0
865,18,6,54.95,Month-to-month,Fiber optic,0
866,61,5,31.41,Month-to-month,None,1
867,22,5,35.12,Two year,Fiber optic,1
868,47,54,42.53,Month-to-month,DSL,1
869,47,47,45.1,Month-to-month,DSL,0
870,34,23,105.06,Month-to-month,DSL,0
871,65,49,76.12,Two year,Fiber optic,0
872,64,9,72.34,Month-to-month,DSL,0
873,40,35,31.48,Month-to-month,Fiber optic,1
874,32,20,106.01,One year,DSL,0
875,54,58,92.28,One year,DSL,1
876,38,49,26.77,Month-to-month,Fiber optic,0
877,31,59,90.78,Month-to-month,DSL,1
878,19,42,74.35,Month-to-month,None,0
879,28,35,28.17,Month-to-month,Fiber optic,0
880,68,50,65.83,Month-to-month,Fiber optic,0
881,56,18,68.47,Month-to-month,Fiber optic,0
882,55,17,36.58,Month-to-month,None,0
883,51,24,114.57,Month-to-month,Fiber optic,1
884,55,3,105.0,One year,DSL,0
885,67,32,86.9,Two year,DSL,0
886,51,35,66.23,One year,DSL,0
887,35,38,61.18,Month-to-month,Fiber optic,0
888,47,13,85.1,Month-to-month,DSL,1
889,32,56,74.54,Two year,Fiber optic,1
890,44,47,26.23,Month-to-month,DSL,1
891,68,25,71.25,Month-to-month,None,1
892,51,9,100.64,Month-to-month,None,0
893,69,4,65.92,One year,None,0
894,55,14,25.2,One year,None,0
895,50,37,98.63,Month-to-month,Fiber optic,0
896,41,34,40.14,Month-to-month,DSL,0
897,32,11,45.86,Two year,None,0
898,47,41,36.47,Month-to-month,Fiber optic,1
899,59,56,53.02,One year,None,0
900,68,3,95.68,One year,None,0
901,34,59,71.94,One year,Fiber optic,1
902,22,28,40.49,Month-to-month,Fiber optic,1
903,46,29,107.78,Month-to-month,DSL,0
904,21,9,107.96,Month-to-month,DSL,0
905,27,3,107.06,Two year,None,1
906,34,25,43.88,Two year,None,0
907,27,34,65.12,Month-to-month,DSL,0
908,34,12,118.5,Month-to-month,DSL,0
909,37,42,97.2,Two year,Fiber optic,0
910,41,9,22.72,One year,DSL,1
911,22,15,26.52,Two year,DSL,0
912,51,40,66.39,Month-to-month,None,1
913,23,25,110.92,Month-to-month,DSL,1
914,19,5,73.87,One year,None,1
915,30,11,69.78,One year,DSL,0
916,60,59,30.55,Month-to-month,Fiber optic,0
917,60,34,85.68,Month-to-month,DSL,0
918,65,24,102.21,Month-to-month,DSL,0
919,28,15,58.04,Month-to-month,DSL,1
920,68,38,97.56,Month-to-month,None,0
921,64,8,116.45,Two year,Fiber optic,0
922,40,59,40.38,Month-to-month,DSL,0
923,33,5,72.33,One year,None,1
924,48,48,48.71,Month-to-month,Fiber optic,1
925,28,26,99.29,One year,None,0
926,33,18,77.76,Two year,None,1
927,25,6,83.46,Month-to-month,Fiber optic,0
928,21,37,99.79,Month-to-month,DSL,0
929,57,48,59.6,Month-to-month,None,1
930,21,13,111.51,Month-to-month,None,0
931,42,28,73.3,One year,DSL,1
932,20,5,35.8,Two year,DSL,0
933,49,13,89.59,Month-to-month,Fiber optic,0
934,20,17,99.33,Month-to-month,Fiber optic,1
935,44,50,51.68,Month-to-month,Fiber optic,0
936,46,40,105.72,One year,DSL,1
937,49,45,110.61,Month-to-month,None,1
938,67,32,47.69,Month-to-month,None,0
939,68,29,118.35,One year,Fiber optic,0
940,36,51,34.07,One year,DSL,0
941,38,58,40.2,Month-to-month,None,0
942,22,3,38.42,One year,Fiber optic,0
943,35,56,109.4,Month-to-month,None,0
944,45,40,85.43,Month-to-month,None,0
945,59,34,35.21,Two year,DSL,0
946,39,40,64.03,One year,DSL,1
947,38,27,81.53,Month-to-month,None,1
948,23,13,28.35,Month-to-month,Fiber optic,1
949,18,45,108.24,Month-to-month,DSL,0
950,22,33,100.36,Month-to-month,None,1
951,58,6,70.52,Month-to-month,DSL,0
952,29,24,116.71,Month-to-month,DSL,0
953,43,19,61.78,Month-to-month,DSL,1
954,63,16,118.41,One year,None,0
955,51,40,86.79,One year,Fiber optic,0
956,66,28,83.47,One year,Fiber optic,1
957,31,33,36.6,Month-to-month,Fiber optic,1
958,43,59,108.19,Two year,DSL,0
959,62,59,62.75,One year,None,0
960,44,48,36.22,One year,DSL,0
961,26,41,21.26,One year,Fiber optic,0
962,43,13,75.98,Two year,Fiber optic,1
963,64,43,72.74,Month-to-month,None,0
964,39,45,91.94,Month-to-month,DSL,1
965,64,25,109.03,One year,Fiber optic,0
966,47,53,27.94,One year,None,0
967,60,42,93.15,One year,DSL,0
968,65,36,38.74,Month-to-month,DSL,1
969,34,27,105.82,Month-to-month,Fiber optic,0
970,43,38,101.91,Month-to-month,Fiber optic,0
971,53,7,74.08,Two year,DSL,0
972,18,5,91.02,Month-to-month,DSL,0
973,25,43,51.44,Month-to-month,Fiber optic,0
974,66,45,67.12,Month-to-month,DSL,1
975,52,58,102.16,Month-to-month,Fiber optic,0
976,69,57,65.93,Two year,DSL,0
977,32,51,55.78,One year,Fiber optic,1
978,64,31,69.42,One year,None,1
979,39,23,102.82,Month-to-month,Fiber optic,0
980,31,42,53.52,One year,Fiber optic,0
981,43,10,37.38,Month-to-month,None,1
982,45,32,91.2,One year,DSL,1
983,40,43,102.6,Month-to-month,None,1
984,31,53,30.06,Month-to-month,Fiber optic,0
985,41,30,43.99,One year,DSL,0
986,19,39,34.2,Two year,None,0
987,62,31,54.79,Month-to-month,DSL,0
988,43,18,65.04,One year,DSL,0
989,31,36,94.88,Month-to-month,None,1
990,68,2,85.11,Month-to-month,DSL,0
991,24,14,82.09,Month-to-month,None,0
992,20,13,55.24,Month-to-month,Fiber optic,0
993,64,29,104.14,Month-to-month,DSL,0
994,40,12,67.13,Month-to-month,Fiber optic,0
995,63,39,117.91,Month-to-month,Fiber optic,1
996,60,2,83.41,Two year,DSL,0
997,64,32,32.63,Month-to-month,None,0
998,62,13,87.62,One year,DSL,1
999,35,46,52.51,Month-to-month,Fiber optic,0
1000,55,27,88.63,One year,Fiber optic,0
